author,comment
@Limpass610,Im surprised jirdan hasnt touch on hinduism<br>Since he is slowly constructing the ideals displayed in hinduism
@surreallife777,Jordan Peterson is my favorite comedian. Great!
@rjdangelo,That&#39;s not what &quot;summum bonum&quot; means Jordy
@howardbabcom,"What I&#39;m waiting fir with all of you gents is a moment when you take the statements of Jesus regarding redemption seriously, because that is where you&#39;ll find the golden fruit that doesn&#39;t let down -te redefines not only out troubles here but places them in a context of what is going on and what is coming next."
@mmc339,Funny that Dr. Peterson says cynicism is the beginning of wisdom when the Bible says the fear of the Lord is the beginning of wisdom.
@gm9884,"JP is a gift to humanity and one of the few brave defenders of judeo-christian civilization which is being destroyed, from the inside, brick by brick...JP, Douglas Murray, Ayaan Hirsi Ali, and Tom Holland are true gems in this crazy world...great questions Chris, they have helped each one of us to take a good look in the mirror...all the best from Croatia"
@adaku75,"Dr. Petterson is brilliant and honest. He is definitely an outlier in this day and age. One of the ideas that I believe he has a blind spot about is the impact of trauma on the brain.  If you are emotionally, psychological, and or mentally abused as a child and don&#39;t focus on healing it, you can make your bed every single day and still have a level of toxic shame that will be an impediment in your life. The self-esteem issue has to be addressed not from a narcissistic perspective, but from a perspective of feeling like you are worthy of life.  It is historically accurate that most tyrants were abused as a child.  And I am sure most of the people who walk into schools and do the unthinkable were abused as well."
@AlexWilliams-gn6ud,"This was classic Jordan, sharp as a tack"
@philiplongg,"as a non english native speaker i had quite a difficult time going through both of his most famous books, as well as through of many of his interviews, including this one. It doesn&#39;t matter how difficult at first, there always comes a time when chills run down your back listening to this man"
@kraykray4118,I am a little bewildered as to why Jordan refers to Russel Brand a few times in the first half an hour of this podcast. Can anyone elaborate on this?
@fridgis,"this was really great, thank you :) god, does anyone else miss the beard?"
@pseudovictim,The advertisements are definitely getting creative 😅. Well done!
@globusdiablo,"I&#39;ve been following JP for some years now, and he continues to blow my mind. What a brilliant and compassionate man. And Chris is getting better and better too. :) Thank you to you both."
@kiariemk,"Listening to Dr Perterson is like gently but firmly being led into your subconscious, it&#39;s a frightening endeavor but fortunately, his delivery is clear yet nonthreatening because his intention is to teach, not tear down, he has a compassionate tone and cares about humanity."
@J11-22,Great episode! Huge fan of JP. Just wanted to say that once again the detail on the set design is fantastic. It&#39;s so reflective of the personality and character of Jordan. Hats off to the team working on the sets!
@lobohez7222,"Lol, he looks like Biden more and more"
@Victor_Andrei,Tl;dr: &quot;I&#39;m a devout Christian&quot;
@LB-W,Jordan you have chosen a faith. On of many in this world. Now you are wrapping your intellect and extensive knowledge of phycology within it. Now the logic and evidenced behaviours of man are being reinforced by a bias you have chosen to create a positive message. You are so sure by your bias that you preach it. It does not make it right or fact. I know you know this. People will never agree upon a single delusion. Religion is just a sophisticated delusion in which an individual can act out their light and shadow internally and externally with a group. Creating a delusion within a delusion. I respect you deeply. I see your journey and struggle. You are courageous and honest about yourself. This is your most valuable gift.
@Stringz,"He understands human nature very well, its pleasant to hear someone else that really gets the mind and this life. <br>I don&#39;t see it so often.<br>I think it exists more often in people that have truly been to the darkness and back. But obviously not everyone learns the same lessons or can articulate things as well.<br>The pain and hardship in my life may have been the greatest teacher i ever had.<br>Not that I think he has all the answers, we are all only human, but I think he knows quite a bit that resonates with me and has for many years. <br>I still very much enjoy and respect Jordan. <br>He is a wise man overall, and I think it would be stupid to argue against that. <br>He tries to be the best he can be, moral and benevolent, authentically. <br>I like that type of person. There are way way way too make fake and underdeveloped/inexperienced people pretending to be something else, especially on youtube. And then it&#39;s like many of them don&#39;t seem to have much self-awareness, and the audience does not seem to have awareness of it either. <br><br>hahaha, i can relate to the words a minute thing. <br>I can never type anywhere near as fast as my thoughts, so I never can capture much of anything, regardless of being able to type very fast. <br>It&#39;s like I get flooded with information, but my brain has a hard time keeping up. I suppose I need some better hardware. Not that it ever makes me stop trying to at least capture what I can."
@hjhw100,&quot;The truth will set you free&quot; - this is the antithesis of religious thinking where the lie is more important than the reality. You can&#39;t have your cake and eat it too you know 😅
@yoyoyoc3po,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=1157"">19:17</a>"
@kurtisbartholomew2561,I look forward to this podcast almost as much as I look forward to Dr. Petersons discussions. This was a great interview. Thank you both.
@alexpragnell,"I love Jordan and will always defend him as his work essentially saved my life... but my God, for someone who often addresses the importance of listening, he spoke over Chris enough times in this episode that it began to feel like DeGrasse Tyson on JRE all over again. I wonder if Chris felt frustrated at all during this."
@manuelpineda9067,Awesome fucking conversation. Peterson and Williamson always deliver.
@bartoszulkowskitattoo,"<a href=""https://www.youtube.com/watch?v=WEP5ubPMGDU&amp;t=5080"">1:24:40</a> The metaphorical label &quot;secular liberal Protestants&quot; for therapists suggests a modern therapeutic approach that is non-religious, open-minded, and influenced by individualistic ethics, but may be critiqued for overlooking spiritual needs, being overly permissive, or emphasizing personal responsibility at the expense of recognizing broader societal factors."
@voiceofreason1629,"I find it somewhat ironic that the thumbnail for this video says, &quot;Stop wasting your life&quot;, while the video runtime is nearly 3 and a half hours...😂"
@James1m2n3,"&quot;Keep your friends close and your enemies closer&quot;, &quot;the enemy of my enemy is my friend&quot;. It&#39;s interesting that Williamson has ended up friends with the &#39;decoding the gurus&#39; guys (or one of them). I listened to a couple of their podcasts including the right to reply episode they did with him and follow them on twitter where they have absolutely nothing good to say about JP or Rogan or any of the IDW types. But good luck on the friendship!"
